account_name,advertising_channel_sub_type,advertising_channel_type,bidding_strategy,bidding_strategy_id,bidding_strategy_type,campaign_id,campaign_labels,campaign_name,campaign_status,conversion_category,conversion_tracker_id,conversion_type_name,data_source_name,date,device,external_conversion_source,network,account_id,conversions,conversion_value,estimated_cross_device_conversions,estimated_total_conversions,estimated_total_conversion_value,view_through_conversions
Fijos,,Performance Max,,,Maximize Conversions,15705932348,,CLARO_CLAH_B2S I_CONV_CON_DISME_28DIC21_31DIC21_5386_53864300743591001_ PRUEBA MAX PERFORMANCE TVirtual,enabled,Submit lead form,496233035,Claro_Mkt_adw_netflix_06012022,Google Ads,2022-04-19,mobile,Website,Cross-network,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,,Performance Max,,,Maximize Conversions,15705932348,,CLARO_CLAH_B2S I_CONV_CON_DISME_28DIC21_31DIC21_5386_53864300743591001_ PRUEBA MAX PERFORMANCE TVirtual,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,Cross-network,5130185605,0.0,0.0,,17.92,479.58,0.0
Fijos,,Performance Max,,,Maximize Conversions,15705932348,,CLARO_CLAH_B2S I_CONV_CON_DISME_28DIC21_31DIC21_5386_53864300743591001_ PRUEBA MAX PERFORMANCE TVirtual,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,tablet,Website,Cross-network,5130185605,0.0,0.0,,2.0,53.54,0.0
Fijos,,Search,,,Maximize Conversion Value,10741993878,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,desktop,Other,Search Network,5130185605,0.0,0.0,,2.0,2.0,0.0
Fijos,,Search,,,Maximize Conversion Value,10741993878,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,mobile,Other,Search Network,5130185605,0.0,0.0,,3.0,3.0,0.0
Fijos,,Search,,,Maximize Conversion Value,10741993878,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,0.0,0.0,,1.0,18.74,0.0
Fijos,,Search,,,Maximize Conversion Value,10741993878,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Submit lead form,485577993,Hogar > Plan Ideal (Mkt Claro 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,1.0,18.74,,1.0,18.74,0.0
Fijos,,Search,,,Maximize Conversion Value,10741993884,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634001_GENERICO,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,Search Network,5130185605,0.0,0.0,,0.8,21.42,0.0
Fijos,,Search,,,Maximize Conversion Value,12952689242,,CLARO_CLAH_FIBRA OPTICA_CONV_CON_SEARCH_01AGO21_31AGO21_4523_45234300743634001_BR,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,mobile,Other,Search Network,5130185605,0.0,0.0,,3.0,3.0,0.0
Fijos,,Search,,,Maximize Conversion Value,14377930266,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,desktop,Other,Search Network,5130185605,0.0,0.0,,3.0,28.77,0.0
Fijos,,Search,,,Maximize Conversion Value,14377930266,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,mobile,Other,Search Network,5130185605,0.0,0.0,,6.0,6.0,0.0
Fijos,,Search,,,Maximize Conversion Value,14377930266,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Signup,519440113,Hogar > Internet (Portal Claro Perú - 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,1.0,29.45,,1.0,29.45,0.0
Fijos,,Search,,,Maximize Conversion Value,14377930266,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,0.0,0.0,,1.0,29.45,0.0
Fijos,,Search,,,Maximize Conversion Value,14377930266,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,desktop,Website,Search Network,5130185605,0.0,0.0,,1.0,26.77,0.0
Fijos,,Search,,,Maximize Conversion Value,14377930266,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,Search Network,5130185605,0.0,0.0,,1.75,46.8,0.0
Fijos,,Search,,,Maximize Conversion Value,14378774550,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,desktop,Other,Search Network,5130185605,0.0,0.0,,4.0,4.0,0.0
Fijos,,Search,,,Maximize Conversion Value,14378774550,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Request quote,499151019,Full Claro (Portal Claro Perú - 2019),Google Ads,2022-04-19,desktop,Analytics,Search Network,5130185605,0.0,0.0,,1.0,0.0,0.0
Fijos,,Search,,,Maximize Conversion Value,14378774550,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Signup,519440113,Hogar > Internet (Portal Claro Perú - 2021),Google Ads,2022-04-19,desktop,Analytics,Search Network,5130185605,1.0,37.48,,1.0,37.48,0.0
Fijos,,Search,,,Maximize Conversion Value,14378774550,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,desktop,Analytics,Search Network,5130185605,0.0,0.0,,2.0,37.48,0.0
Fijos,,Search,,,Maximize Conversion Value,14378774550,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Submit lead form,496233035,Claro_Mkt_adw_netflix_06012022,Google Ads,2022-04-19,mobile,Website,Search Network,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,,Search,,,Maximize Conversion Value,14378774550,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,desktop,Website,Search Network,5130185605,0.0,0.0,,1.0,26.77,0.0
Fijos,,Search,,,Maximize Conversion Value,14378774550,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,Search Network,5130185605,0.0,0.0,,1.2,32.12,0.0
Fijos,,Search,,,Maximize Conversions,11567189249,,CLARO_FCLAR_AO FC_CONS_TRF_SEARCH_01AGO21_31AGO21_4526_45264300943634001_BRAND,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,mobile,Other,Search Network,5130185605,0.0,0.0,,7.0,7.0,0.0
Fijos,,Search,,,Maximize Conversions,11567189249,,CLARO_FCLAR_AO FC_CONS_TRF_SEARCH_01AGO21_31AGO21_4526_45264300943634001_BRAND,enabled,Request quote,499151019,Full Claro (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,1.0,0.0,,1.0,0.0,0.0
Fijos,,Search,,,Maximize Conversions,11567189249,,CLARO_FCLAR_AO FC_CONS_TRF_SEARCH_01AGO21_31AGO21_4526_45264300943634001_BRAND,enabled,Request quote,514434653,Boton_Full_Claro,Google Ads,2022-04-19,mobile,Website,Search Network,5130185605,0.0,0.0,,1.0,0.0,0.0
Fijos,,Search,,,Maximize Conversions,11567189249,,CLARO_FCLAR_AO FC_CONS_TRF_SEARCH_01AGO21_31AGO21_4526_45264300943634001_BRAND,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,0.0,0.0,,1.0,0.0,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,desktop,Other,Search Network,5130185605,0.0,0.0,,12.0,12.0,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,mobile,Other,Search Network,5130185605,0.0,0.0,,47.0,47.0,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Signup,519440113,Hogar > Internet (Portal Claro Perú - 2021),Google Ads,2022-04-19,desktop,Analytics,Search Network,5130185605,2.0,97.71,,2.0,97.71,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Signup,519440113,Hogar > Internet (Portal Claro Perú - 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,0.99,18.56,,0.99,18.56,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,desktop,Analytics,Search Network,5130185605,0.0,0.0,,3.0,124.48,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,0.0,0.0,,1.0,0.0,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,desktop,Website,Search Network,5130185605,0.0,0.0,,15.59,417.35,0.0
Fijos,,Search,,,Maximize Conversions,14322935958,"[""B2S2021""]",CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,Search Network,5130185605,0.0,0.0,,35.89,960.74,0.0
Fijos,,Search,,,Maximize Conversions,15786997321,,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,mobile,Other,Search Network,5130185605,0.0,0.0,,3.0,3.0,0.0
Fijos,,Search,,,Maximize Conversions,15786997321,,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,Signup,356184659,Formulario Hogar Sur (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,0.0,0.0,,1.0,29.45,0.0
Fijos,,Search,,,Maximize Conversions,15786997321,,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,Search Network,5130185605,0.0,0.0,,1.0,29.45,0.0
Fijos,,Search,,,Maximize Conversions,15786997321,,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,Submit lead form,496233035,Claro_Mkt_adw_netflix_06012022,Google Ads,2022-04-19,mobile,Website,Search Network,5130185605,3.99,156.43,,3.99,156.43,0.0
Fijos,,Unknown,,,Maximize Conversions,15591286753,,CLARO_CLAH_B2S I _CONV_CON_DISME_09AGO21_31AGO21_2291_22914300743591001_FIJOS MIGRACION,enabled,Other,731865572,Portal Claro (Claro.com.pe) G4 (web) compra,Google Ads,2022-04-19,mobile,Other,Cross-network,5130185605,0.0,0.0,,2.0,2.0,0.0
Fijos,,Unknown,,,Maximize Conversions,15591286753,,CLARO_CLAH_B2S I _CONV_CON_DISME_09AGO21_31AGO21_2291_22914300743591001_FIJOS MIGRACION,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,desktop,Website,Cross-network,5130185605,0.0,0.0,,2.0,53.54,0.0
Fijos,,Unknown,,,Maximize Conversions,15591286753,,CLARO_CLAH_B2S I _CONV_CON_DISME_09AGO21_31AGO21_2291_22914300743591001_FIJOS MIGRACION,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,Cross-network,5130185605,0.0,0.0,,4.0,107.08,0.0
Fijos,,Video,,,Target CPM,16248971969,,CLARO_CLAH_B2S I_EQU_RCH_YTME_16FEB22_28FEB22_6210_62104300843677001,enabled,Signup,519440113,Hogar > Internet (Portal Claro Perú - 2021),Google Ads,2022-04-19,mobile,Analytics,YouTube Videos,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,,Video,,,Target CPM,16248971969,,CLARO_CLAH_B2S I_EQU_RCH_YTME_16FEB22_28FEB22_6210_62104300843677001,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,YouTube Videos,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,,Video,,,Target CPM,16581061349,,CLARO_CLAH_IMAGEN DE HOGAR_EQU_RCH_YTME_16MAR22_31MAR22_6703_67034300843677001,enabled,Submit lead form,496233035,Claro_Mkt_adw_netflix_06012022,Google Ads,2022-04-19,desktop,Website,YouTube Videos,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,,Video,,,Target CPM,16779171838,,CLARO_CLAH_NETFLIX MANTENIMIENTO SUR_CONS_EQU_RCH_YTME_01ABR22_30ABR22_7003_70034300843677001,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,YouTube Videos,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,Drive conversions,Video,,,Maximize Conversions,15452185098,,Remarketing Youtube Beta,enabled,Signup,519440113,Hogar > Internet (Portal Claro Perú - 2021),Google Ads,2022-04-19,mobile,Analytics,YouTube Videos,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,Drive conversions,Video,,,Maximize Conversions,15452185098,,Remarketing Youtube Beta,enabled,Submit lead form,356184656,Formulario Oferta Fija 2 ( Objetivo GA ) beta (Portal Claro Perú - 2019),Google Ads,2022-04-19,mobile,Analytics,YouTube Videos,5130185605,0.0,0.0,,0.0,0.0,0.0
Fijos,Drive conversions,Video,,,Maximize Conversions,15452185098,,Remarketing Youtube Beta,enabled,Submit lead form,795684439,Beta Display Hogar > internet 12102021,Google Ads,2022-04-19,mobile,Website,YouTube Videos,5130185605,0.0,0.0,,0.03,0.81,0.0
Imagen,,Search,,,Maximize Conversions,1694372833,,Claro - Brand Puro - Search,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,desktop,Website,Display Network,7465087050,0.0,0.0,,0.0,0.0,0.0
Imagen,,Search,,,Maximize Conversions,1694372833,,Claro - Brand Puro - Search,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,desktop,Website,Search Network,7465087050,0.0,0.0,,3.0,0.0,0.0
Imagen,,Search,,,Maximize Conversions,1694372833,,Claro - Brand Puro - Search,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,mobile,Website,Display Network,7465087050,0.0,0.0,,0.0,0.0,0.0
Imagen,,Search,,,Maximize Conversions,1694372833,,Claro - Brand Puro - Search,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,mobile,Website,Search Network,7465087050,0.0,0.0,,6.0,0.0,0.0
Imagen,,Video,,,Target CPM,16741310639,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_01ABR22_30ABR22_6965_69654300843677001,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,Devices streaming video content to TV screens,Website,YouTube Videos,7465087050,0.0,0.0,,0.0,0.0,0.0
Imagen,,Video,,,Target CPM,16741310639,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_01ABR22_30ABR22_6965_69654300843677001,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,desktop,Website,YouTube Videos,7465087050,0.0,0.0,,0.0,0.0,0.0
Imagen,,Video,,,Target CPM,16741310639,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_01ABR22_30ABR22_6965_69654300843677001,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,mobile,Website,YouTube Videos,7465087050,0.0,0.0,,0.0,0.0,0.0
Imagen,,Video,,,Target CPM,16743711310,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_01ABR22_30ABR22_6965_69654300843677002,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,mobile,Website,YouTube Videos,7465087050,0.0,0.0,,0.0,0.0,0.0
Imagen,,Video,,,Target CPM,16884608593,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_16ABR22_15MAY22_6965_69654300843677003,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,Devices streaming video content to TV screens,Website,YouTube Videos,7465087050,2.0,0.0,2.0,7.0,0.0,5.0
Imagen,,Video,,,Target CPM,16884608593,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_16ABR22_15MAY22_6965_69654300843677003,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,desktop,Website,YouTube Videos,7465087050,1.0,0.0,,6.0,0.0,5.0
Imagen,,Video,,,Target CPM,16884608593,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_16ABR22_15MAY22_6965_69654300843677003,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,mobile,Website,YouTube Videos,7465087050,2.0,0.0,,7.0,0.0,5.0
Imagen,,Video,,,Target CPM,16884608593,,CLARO_CLAI_CAMPAÑA TESTIMONIALES_EQU_RCH_YTME_16ABR22_15MAY22_6965_69654300843677003,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,tablet,Website,YouTube Videos,7465087050,0.0,0.0,,0.0,0.0,0.0
Imagen,App campaign,Multi Channel,,,Maximize Conversions,15692615938,,CLARO_CCLB_CLARO CLUB BRANDING_EQU_CONV_API_DISME_01ABR22_30ABR22_6930_69304300743591001,enabled,Download,831458819,Claro Club Android Install,Google Ads,2022-04-19,mobile,Google Play,Display Network,7465087050,50.0,0.0,,53.0,0.0,3.0
Imagen,App campaign,Multi Channel,,,Maximize Conversions,15692615938,,CLARO_CCLB_CLARO CLUB BRANDING_EQU_CONV_API_DISME_01ABR22_30ABR22_6930_69304300743591001,enabled,Download,831458819,Claro Club Android Install,Google Ads,2022-04-19,mobile,Google Play,Search Network,7465087050,120.0,0.0,,120.0,0.0,0.0
Imagen,App campaign,Multi Channel,,,Maximize Conversions,15692615938,,CLARO_CCLB_CLARO CLUB BRANDING_EQU_CONV_API_DISME_01ABR22_30ABR22_6930_69304300743591001,enabled,Page view,468087349,PV_PER_PUBLI,Google Ads,2022-04-19,mobile,Website,Search Network,7465087050,1.0,0.0,,3.0,0.0,0.0
